0,1,2,3,etiqueta
2,22.0,8.932309766828062,4.0,clase2
2,29.493984081680622,1.602406367327751,4.0,clase2
2,25.08058798877253,11.691941201122749,4.0,clase2
2,21.5681260700964,7.886865369132419,4.0,clase2
2,25.70041350119717,2.9400827002394347,4.0,clase2
2,24.01832156047796,11.17682139259692,4.0,clase2
2,31.341851520366195,6.820504960099871,4.0,clase2
2,22.86132844754896,8.483202931470624,4.0,clase2
2,22.0,4.07706564271311,4.0,clase2
2,22.971827076182983,3.9028172923817017,4.0,clase2
2,21.098053563199315,5.1961071263986325,4.0,clase2
2,24.200319422729194,2.581876258678036,4.0,clase2
2,21.142444317342967,5.997110221400782,4.0,clase2
2,22.0,8.912817870704172,4.0,clase2
2,24.951703291849007,5.475851645924503,4.0,clase2
2,26.535134511653997,6.628107609323195,4.0,clase2
2,21.0,9.414339870393952,4.0,clase2
2,31.39241637254465,12.0,4.0,clase2
2,22.0,5.11141591752944,4.0,clase2
2,22.0,10.632514297620402,4.0,clase2
2,27.307585683977432,11.41026825733584,4.0,clase2
2,31.95333980548193,4.995758164134721,4.0,clase2
2,31.892784472276663,3.990253133843333,4.0,clase2
2,21.187422303914023,5.49937843131217,4.0,clase2
2,22.6899159481809,8.724033620727639,4.0,clase2
2,21.0,5.009911035780957,4.0,clase2
2,28.0452151805536,2.4381035707077823,4.0,clase2
2,28.676747610436955,11.332325238956305,4.0,clase2
2,27.83013036405236,9.667947854379056,4.0,clase2
2,23.20549218354204,11.035606253166373,4.0,clase2
2,21.06029874655708,10.517610027543386,4.0,clase2
2,21.08029253400941,3.7226328060846416,4.0,clase2
2,30.491863849071198,5.0,4.0,clase2
2,27.80541397323747,7.712043985402257,4.0,clase2
2,21.04201605381236,4.33612843049889,4.0,clase2
2,22.0,2.2396169757969613,4.0,clase2
2,17.18332631891049,11.618332631891048,4.0,clase2
2,21.0,4.113525048175456,4.0,clase2
2,21.915831448084383,7.747494344253154,4.0,clase2
2,24.51074399163995,4.0,4.0,clase2
2,27.04560508679979,2.0091210173599574,4.0,clase2
2,28.337923589116624,4.334167925293931,4.0,clase2
2,21.213742285052223,11.572515429895551,4.0,clase2
2,28.18127658194109,1.6943133487379831,4.0,clase2
2,21.72265719949036,9.781257595922884,4.0,clase2
2,24.953142187800747,8.562493749890638,4.0,clase2
2,30.653726737416623,12.896118021224988,4.0,clase2
2,21.39701268517825,4.397012685178256,4.0,clase2
2,24.23285635179484,12.70610396801865,4.0,clase2
2,22.63798789464737,1.191396368394212,4.0,clase2
2,28.16349579835728,6.6512268907597525,4.0,clase2
2,22.53155948987256,4.83539608538503,4.0,clase2
2,29.795312744639705,1.535416557937909,4.0,clase2
2,28.040587420192686,12.0,4.0,clase2
2,21.0,12.0,4.0,clase2
2,24.200292900178656,1.0,4.0,clase2
2,29.578349529783168,12.0,4.0,clase2
2,21.0,12.0,4.0,clase2
2,25.129029186966875,8.0,4.0,clase2
2,21.0,7.231393803547514,4.0,clase2
2,22.0,11.287321076299191,4.0,clase2
2,28.060546924249135,3.3939453075750863,4.0,clase2
2,21.044114232181272,4.0,4.0,clase2
2,21.07955434988908,4.0,4.0,clase2
2,21.89496990294876,4.0,4.0,clase2
2,21.79083996933359,1.2875781706667595,4.0,clase2
2,21.76537314683945,5.877014825284367,4.0,clase2
2,26.65814812314401,4.0,4.0,clase2
2,21.19314272828448,12.0,4.0,clase2
2,21.0,6.0,4.0,clase2
2,21.0,3.0,4.0,clase2
2,29.83153767957872,4.0,4.0,clase2
2,21.82233995391277,6.24362032261059,4.0,clase2
2,24.33582672163955,4.0,4.0,clase2
2,28.33782990846401,5.704203323162668,4.0,clase2
2,21.76042370095044,3.760423700950442,4.0,clase2
2,22.0,6.838126407594603,4.0,clase2
2,23.340340530136352,3.765965946986365,4.0,clase2
2,24.509100909486104,4.278788989942901,4.0,clase2
2,22.0,7.381045655968858,4.0,clase2
2,23.945149466635144,4.0,4.0,clase2
2,21.0,3.322121729706983,4.0,clase2
2,21.0,8.62293499390045,4.0,clase2
2,21.902768480744573,11.319379365212011,4.0,clase2
2,24.522691356393874,9.0,4.0,clase2
2,23.834011577405104,4.81511625662449,4.0,clase2
2,30.1250105752705,12.0,4.0,clase2
2,22.423650323806772,4.0,4.0,clase2
2,29.46724248881914,9.618495902992258,4.0,clase2
2,28.746994305797827,8.92990546732589,4.0,clase2
2,31.88007138560096,5.964021415680287,4.0,clase2
2,25.422353301191343,10.231058679523462,4.0,clase2
2,27.775568876618514,8.53465867402889,4.0,clase2
2,24.55957048319344,4.711914096638688,4.0,clase2
2,27.85984874136832,6.057954622410495,4.0,clase2
2,21.082810686693765,11.17189313306234,4.0,clase2
2,25.15915354691025,3.684084645308975,4.0,clase2
2,29.13415739038489,9.75610492692326,4.0,clase2
2,29.72972665890746,11.227027334109254,4.0,clase2
2,21.85852516388225,10.868201311057984,4.0,clase2
2,29.953169572747267,4.61404912817582,4.0,clase2
2,30.86986764925993,3.773973529851986,4.0,clase2
2,17.884498349833276,6.623100330033345,4.0,clase2
2,25.905708058198904,10.891946919672527,4.0,clase2
2,21.597811942986542,7.586871657919248,4.0,clase2
2,28.41119277605207,6.283786415239591,4.0,clase2
2,21.3685293036103,12.0,4.0,clase2
2,21.750156884005516,5.748901811961414,4.0,clase2
2,28.767949291299274,8.737564503909493,4.0,clase2
2,21.0,4.438926762158375,4.0,clase2
2,21.57657508382053,2.7297252514615726,4.0,clase2
2,21.0,11.242037278594808,4.0,clase2
2,21.0,8.589050750518537,4.0,clase2
2,21.0,4.0,4.0,clase2
2,28.49235785038738,6.885492377949945,4.0,clase2
2,22.475956118139397,11.865822171078236,4.0,clase2
2,29.82685803224456,4.0,4.0,clase2
2,22.0,10.116934843301584,4.0,clase2
2,29.060209681017625,10.587958063796474,4.0,clase2
2,21.0,7.497554739760417,4.0,clase2
2,26.77413625854889,4.477413625854889,4.0,clase2
2,25.77946037738405,11.565503602055996,4.0,clase2
2,26.84218281042217,6.905309686253302,4.0,clase2
2,27.435957874075893,3.1743831496303567,4.0,clase2
2,20.33629089570231,6.147490912066154,4.0,clase2
2,25.80380673001256,12.0,4.0,clase2
2,21.0,5.776744801055814,4.0,clase2
2,21.0,10.47849962038675,4.0,clase2
2,27.981209131188848,7.792483652475539,4.0,clase2
2,23.99201102385665,12.0,4.0,clase2
2,24.21569661364867,10.392151693175665,4.0,clase2
2,15.482796267226476,1.6965592534452951,4.0,clase2
2,29.685479980603176,2.2921155598659606,4.0,clase2
2,25.95827060636276,8.393985013554357,4.0,clase2
2,31.68184897569376,5.936369795138752,4.0,clase2
2,23.11992569758641,4.0,4.0,clase2
2,30.533560021556248,4.853356002155625,4.0,clase2
2,26.09384068874759,10.46307642624978,4.0,clase2
2,30.31484081227025,4.153196289793613,4.0,clase2
2,24.18915477004369,11.124338091982526,4.0,clase2
2,22.28819828871792,5.028819828871792,4.0,clase2
2,21.92764259543131,6.814471480913738,4.0,clase2
2,22.0,6.6204489420303485,4.0,clase2
2,23.93064431789134,11.420806704632598,4.0,clase2
2,21.0,9.933658165013313,4.0,clase2
2,21.691298247384424,5.691298247384422,4.0,clase2
2,22.0,4.670508391203349,4.0,clase2
2,22.0,11.626356375700908,4.0,clase2
2,30.9329323968266,6.0,4.0,clase2
2,22.0,4.0,4.0,clase2
2,21.0,5.38314915294978,4.0,clase2
2,30.095537114736977,12.0,4.0,clase2
2,27.248340817897,6.376493263892699,4.0,clase2
2,12.799878659909794,3.820012134009021,4.0,clase2
2,22.0,7.47817980768365,4.0,clase2
2,28.68427883165094,4.336855766330188,4.0,clase2
2,22.78661360545119,3.0,4.0,clase2
2,23.675021042356093,11.162489478821954,4.0,clase2
2,26.937568961805837,6.962541377083501,4.0,clase2
2,30.986619499941263,5.997026555542503,4.0,clase2
2,31.538557521169416,2.092288495766117,4.0,clase2
2,24.583768445645266,10.851658468602103,4.0,clase2
2,30.971497485091177,12.0,4.0,clase2
2,21.887281655216704,4.901746758266367,4.0,clase2
2,29.010291791669296,4.0,4.0,clase2
2,29.779203302279686,10.667521981367813,4.0,clase2
2,31.76577438421208,4.0,4.0,clase2
2,30.280231025095134,9.061944195506436,4.0,clase2
2,30.70074393497442,4.8700743934974415,4.0,clase2
2,21.495376723258605,12.0,4.0,clase2
2,21.242043018339988,9.821612834940115,4.0,clase2
2,22.0,8.744872896596071,4.0,clase2
2,24.91069101861497,9.155861077370933,4.0,clase2
2,22.0,4.7200697180271,4.0,clase2
2,24.53748761344148,6.707497522688296,4.0,clase2
2,24.007690568704508,12.0,4.0,clase2
2,21.0,4.256438080818314,4.0,clase2
2,31.78830499269841,6.115470003982684,4.0,clase2
2,22.0,4.0,4.0,clase2
2,24.705079001299158,11.326349272491065,4.0,clase2
2,25.81735247091424,12.0,4.0,clase2
2,23.62159929105556,5.668290457944446,4.0,clase2
2,21.88568828275502,4.0,4.0,clase2
2,28.49716209840142,4.0,4.0,clase2
2,27.40859770119449,3.4174002089823188,4.0,clase2
2,27.17866688151875,8.482133311848125,4.0,clase2
2,25.199780315341087,12.0,4.0,clase2
2,21.405202992446338,7.836420947124355,4.0,clase2
2,23.187675829662474,12.0,4.0,clase2
2,31.507230659960555,4.950723065996056,4.0,clase2
2,22.0,7.0,4.0,clase2
2,26.59785587017718,12.459785587017718,4.0,clase2
2,21.0,10.009850878388088,4.0,clase2
2,21.695687001680557,9.261183015124992,4.0,clase2
2,21.604614430047405,8.046144300474058,4.0,clase2
2,24.446409974006183,9.18021002126767,4.0,clase2
2,25.96333411453748,9.29272684661592,4.0,clase2
2,21.62847550059574,12.0,4.0,clase2
2,22.0,3.942302029744764,4.0,clase2
2,23.30466071766706,4.0,4.0,clase2
2,22.0,11.429352151331988,4.0,clase2
2,28.42230451770233,3.642230451770233,4.0,clase2
2,23.81202280203907,11.718797719796092,4.0,clase2
2,29.75568838775455,1.6120849851578505,4.0,clase2
2,25.404429094039457,5.199194710174645,4.0,clase2
2,24.80663895079107,5.0,4.0,clase2
2,27.32544771632168,7.450244208902735,4.0,clase2
2,24.20623692330944,4.220623692330944,4.0,clase2
2,22.0,4.519980468791646,4.0,clase2
2,28.41742883820153,4.0,4.0,clase2
2,21.05272990016812,4.158189700504347,4.0,clase2
2,26.044005183909064,12.0,4.0,clase2
2,21.0,5.989940334783587,4.0,clase2
2,26.090929472228066,1.0,4.0,clase2
2,19.557196704539507,8.577121318184197,4.0,clase2
2,23.15213002564545,4.8043518158504135,4.0,clase2
2,30.60070946759495,3.0,4.0,clase2
2,21.787864621778624,6.0,4.0,clase2
2,22.108206551351824,5.989179344864818,4.0,clase2
2,29.683597835623605,12.0,4.0,clase2
2,28.919997561311373,5.075999268393412,4.0,clase2
2,21.0,5.599113500841382,4.0,clase2
2,21.78734617696733,5.2126538230326736,4.0,clase2
2,22.0,3.176237671383464,4.0,clase2
2,22.0,7.976637726293687,4.0,clase2
2,26.456135845040265,2.4960123495491158,4.0,clase2
2,21.33076834068769,7.323073362750782,4.0,clase2
2,22.111229428306803,11.933262343015915,4.0,clase2
2,21.00420337810173,12.0,4.0,clase2
2,26.683658277395843,4.0,4.0,clase2
2,30.40428917147704,4.840428917147704,4.0,clase2
2,31.810684616533518,9.8451055953456,4.0,clase2
2,24.87732024065948,12.0,4.0,clase2
2,21.10316002172349,11.2778798479356,4.0,clase2
2,22.0,10.0,4.0,clase2
2,22.0,6.450866015538685,4.0,clase2
2,21.200574064523,11.39827780643101,4.0,clase2
2,22.0,12.0,4.0,clase2
2,21.57388674884831,7.408906009213532,4.0,clase2
2,24.754119465436634,5.275411946543663,4.0,clase2
2,21.0,5.213619981405418,4.0,clase2
2,22.779631889571828,12.0,4.0,clase2
2,25.07898755022457,5.463190040179659,4.0,clase2
2,29.66095400157108,10.467809199685783,4.0,clase2
2,21.0,8.810009479630967,4.0,clase2
2,21.72340783435448,10.340447006126864,4.0,clase2
2,21.0,5.235603605460436,4.0,clase2
2,22.67739584259508,5.670958337038032,4.0,clase2
2,30.318314521347418,3.917282988355953,4.0,clase2
2,22.0,3.4973569285584025,4.0,clase2
2,30.491036078263186,10.301792784347365,4.0,clase2
2,25.437890130565076,12.0,4.0,clase2
2,22.134403023159383,11.892477581472496,4.0,clase2
2,29.763644277146238,8.549491432379453,4.0,clase2
2,25.286832474200263,4.0,4.0,clase2
2,23.7878658057857,3.404044731404767,4.0,clase2
2,29.883104821774303,1.4233790356451397,4.0,clase2
2,24.618981417953943,7.214305574613816,4.0,clase2
2,29.18134642014581,8.745077136116649,4.0,clase2
2,22.0,4.483149864194076,4.0,clase2
2,25.37684525680141,7.185470217518447,4.0,clase2
2,21.0,6.0,4.0,clase2
2,26.98025968694496,4.0,4.0,clase2
2,23.34019220224861,4.804115321349166,4.0,clase2
2,21.711258833324617,12.0,4.0,clase2
2,29.30694077742809,7.468941394130134,4.0,clase2
2,28.641781985207803,3.671643602958439,4.0,clase2
2,29.34529599894213,5.724010182106692,4.0,clase2
2,23.637246870752232,5.454251043082589,4.0,clase2
2,26.07272442382883,6.228097360618347,4.0,clase2
2,24.64467568834343,5.586805413006057,4.0,clase2
2,19.533847126093665,5.0,4.0,clase2
2,31.474530240904933,4.420375807276054,4.0,clase2
2,23.86446541604535,4.0,4.0,clase2
2,27.473469204383303,4.45265307956167,4.0,clase2
2,21.85389221412946,4.292215571741084,4.0,clase2
2,23.168043359781592,4.0,4.0,clase2
2,23.854283759376603,4.0,4.0,clase2
2,22.0,10.977012950727715,4.0,clase2
2,22.95511734700001,4.095511734700001,4.0,clase2
2,27.458737771507973,9.639158514338648,4.0,clase2
2,22.20523063601049,12.0,4.0,clase2
2,29.724584705756257,3.772458470575626,4.0,clase2
2,30.76241447399663,11.123758552600338,4.0,clase2
2,21.224654536209183,5.775345463790816,4.0,clase2
2,27.66624804418061,4.866750391163878,4.0,clase2
2,29.966276431534855,12.0,4.0,clase2
2,26.869286322708312,10.239214103187509,4.0,clase2
2,22.0,3.6213097507125136,4.0,clase2
2,27.67225793224796,4.0,4.0,clase2
2,24.819540035389963,4.2819540035389965,4.0,clase2
2,26.415134094928924,6.166053637971569,4.0,clase2
2,21.31943510601284,4.0,4.0,clase2
2,24.39092185182224,4.982723444453328,4.0,clase2
2,24.934480756208785,9.573792302483517,4.0,clase2
2,30.75723135918484,4.548084130612667,4.0,clase2
2,24.857359023830195,11.142792292850942,4.0,clase2
2,25.339047585662264,7.603428551397358,4.0,clase2
2,21.759492286409277,1.7594922864092712,4.0,clase2
2,22.0,5.59213110293565,4.0,clase2
2,21.930314045739443,6.0,4.0,clase2
2,21.0,3.161438470398791,4.0,clase2
2,24.48340999193909,4.24834099919391,4.0,clase2
2,27.6756209841536,3.0,4.0,clase2
2,31.297034070088174,6.210889778973549,4.0,clase2
2,21.69969638663663,3.0,4.0,clase2
2,27.790247872358123,9.426556501174169,4.0,clase2
2,21.725151950108383,12.0,4.0,clase2
2,21.096060422642942,5.384241690571782,4.0,clase2
2,21.23750064278994,11.52499871442012,4.0,clase2
2,21.0,9.325812659433073,4.0,clase2
2,21.462320513049796,4.0,4.0,clase2
2,28.87019263253045,4.569055884994464,4.0,clase2
2,21.5962763234939,7.229789412048789,4.0,clase2
2,21.0,4.226151119641544,4.0,clase2
2,22.0,11.354042048281514,4.0,clase2
2,31.67456432479287,1.09763070256214,4.0,clase2
2,24.95787072504411,6.0,4.0,clase2
2,22.79692355454412,3.822905876767973,4.0,clase2
2,27.77063814990957,6.231025118165377,4.0,clase2
2,21.193873432154877,4.0,4.0,clase2
2,21.22017233005552,3.779827669944481,4.0,clase2
2,23.45674346697773,3.32997905446062,4.0,clase2
2,22.0,8.714020548377807,4.0,clase2
2,30.249412228206,10.16679728262089,4.0,clase2
2,27.31556533162229,10.73688693367554,4.0,clase2
2,21.75093819643356,6.743432624965084,4.0,clase2
2,16.047659273756377,8.376634347388103,4.0,clase2
2,22.0,8.01232007834475,4.0,clase2
2,23.839980942468834,12.0,4.0,clase2
2,25.671759170091462,12.0,4.0,clase2
2,28.75218995936509,1.8857663747186115,4.0,clase2
2,31.327329002943365,4.489215270586644,4.0,clase2
2,26.308439511054463,4.0,4.0,clase2
2,21.0,1.1354316395516904,4.0,clase2
2,26.74525725723908,4.898102902895632,4.0,clase2
2,22.0,8.460214255790692,4.0,clase2
2,21.48122711254168,11.03754577491664,4.0,clase2
2,24.433276503811,3.3133446992378,4.0,clase2
2,24.98152171856604,3.63804348013036,4.0,clase2
2,27.07580605754797,12.0,4.0,clase2
2,22.338727786725013,11.932254442654996,4.0,clase2
2,29.88853622954135,3.211146377045865,4.0,clase2
2,18.24296246926066,6.144362523908375,4.0,clase2
2,22.0,12.0,4.0,clase2
2,21.08008269785856,10.43942111499006,4.0,clase2
2,21.414509777283698,8.683921781730415,4.0,clase2
2,28.810695397556422,6.0,4.0,clase2
2,22.0,4.0,4.0,clase2
2,23.86541847266823,4.0,4.0,clase2
2,31.511491676515924,12.0,4.0,clase2
2,27.21462373308537,1.9570752533829252,4.0,clase2
2,23.23388585997117,5.624644261797216,4.0,clase2
2,24.318049183234752,3.2273169389217498,4.0,clase2
2,22.349494444784234,4.965050555521577,4.0,clase2
2,25.91355003313853,9.565420013255414,4.0,clase2
2,21.0,5.102213164792133,4.0,clase2
2,28.52359011869156,6.781127905046752,4.0,clase2
2,21.27735740152126,12.0,4.0,clase2
2,23.923188985796664,11.807681101420334,4.0,clase2
2,21.0,10.377037861185094,4.0,clase2
2,29.83925863448402,7.783925863448402,4.0,clase2
2,25.9609130960404,9.294047402159782,4.0,clase2
2,25.23224239525055,11.61525069134086,4.0,clase2
2,28.120288431332803,12.0,4.0,clase2
2,21.87546136964724,4.996309042822092,4.0,clase2
2,21.59254365143097,4.592543651430973,4.0,clase2
2,27.615138854740696,10.87697222905186,4.0,clase2
2,21.40027960585293,11.0,4.0,clase2
2,31.41421749302223,4.0,4.0,clase2
2,27.57928444526153,4.0,4.0,clase2
2,26.78518354611444,11.46831293932062,4.0,clase2
2,13.373652101116896,4.78421344535301,4.0,clase2
2,22.0,5.854190417655408,4.0,clase2
2,24.77282288068266,11.314032203512244,4.0,clase2
2,21.0,12.0,4.0,clase2
2,21.525584302936075,7.795325576511401,4.0,clase2
2,21.42517325581299,2.27551976743897,4.0,clase2
2,23.91045913023243,9.79376158097248,4.0,clase2
2,26.08999231395613,3.09111281912086,4.0,clase2
2,29.1097182940613,8.68623558820968,4.0,clase2
2,24.027101924617558,10.986449037691225,4.0,clase2
2,13.901351620682792,7.366216126439069,4.0,clase2
2,21.84595210291424,8.53785630874271,4.0,clase2
2,24.50625284680651,9.896248291916091,4.0,clase2
2,22.00598924133771,4.0,4.0,clase2
2,26.661202449330123,12.0,4.0,clase2
2,21.0,4.0,4.0,clase2
2,29.625986699829674,11.474802660034063,4.0,clase2
2,17.9128637178586,4.371557843831036,4.0,clase2
2,21.248903093521747,4.0,4.0,clase2
2,23.73895005046197,11.652209989907607,4.0,clase2
2,21.63085201470717,4.0,4.0,clase2
2,26.68162030665856,5.872648122663422,4.0,clase2
2,13.401642391780316,12.0,4.0,clase2
2,21.11628633713245,11.185995640072816,4.0,clase2
2,21.8573970553264,12.0,4.0,clase2
2,22.0,6.245817930485294,4.0,clase2
2,21.63708150386386,4.637081503863861,4.0,clase2
2,21.377250447287235,5.868248658138297,4.0,clase2
2,29.39412634093929,4.236897605369155,4.0,clase2
2,22.595544364258416,3.8676568079425744,4.0,clase2
2,22.0,4.89455491385672,4.0,clase2
2,21.12409074743816,11.131364767932917,4.0,clase2
2,21.300645125741585,11.781348999460665,4.0,clase2
2,22.0,8.733459740447959,4.0,clase2
2,26.394772458754403,9.61843173762632,4.0,clase2
2,27.224326619786453,4.5224326619786455,4.0,clase2
2,22.0,4.0,4.0,clase2
2,21.880759428605277,6.596202856973633,4.0,clase2
2,21.074155666876223,3.006741424261475,4.0,clase2
2,22.0,11.718136817957843,4.0,clase2
2,29.975918064364595,9.317278709576396,4.0,clase2
2,23.16550888502914,11.533796445988344,4.0,clase2
2,22.0,4.332160418920795,4.0,clase2
2,23.99681738010965,6.0,4.0,clase2
2,26.7902765689076,7.83222125512608,4.0,clase2
2,22.430569376796694,4.8569430623203305,4.0,clase2
2,21.208699176752443,4.208699176752441,4.0,clase2
2,31.846477082392248,3.013956628873432,4.0,clase2
2,21.0,3.1900504493625004,4.0,clase2
2,22.0,12.0,4.0,clase2
2,22.0,7.91333024898699,4.0,clase2
2,19.687122230158774,10.843561115079387,4.0,clase2
2,21.0,4.005671088009408,4.0,clase2
2,25.895934030362763,6.895934030362763,4.0,clase2
2,23.31161437461473,12.0,4.0,clase2
2,29.88768064719316,6.422463870561368,4.0,clase2
2,21.68586070113218,4.0,4.0,clase2
2,22.0,5.873215052556494,4.0,clase2
2,21.28573241941487,3.2857324194148707,4.0,clase2
2,28.11290794576405,6.445163178305621,4.0,clase2
2,21.0,12.0,4.0,clase2
2,31.29858669890392,9.191294536662568,4.0,clase2
2,29.19775292830676,5.522022364523913,4.0,clase2
2,29.42099465919361,5.484198931838723,4.0,clase2
2,25.61357217727736,5.845428870910945,4.0,clase2
2,30.72315390937852,12.0,4.0,clase2
2,21.98046055285156,5.097697235742201,4.0,clase2
2,21.135613206663063,10.915094346695492,4.0,clase2
2,30.935706324035245,3.006429367596476,4.0,clase2
2,30.094257622182035,4.334019664472576,4.0,clase2
2,29.297731995440607,4.0,4.0,clase2
2,28.42483989571468,2.9274519687144043,4.0,clase2
2,17.806375833008985,12.4193624166991,4.0,clase2
2,21.0,1.356891783355421,4.0,clase2
2,27.678576696602008,4.135715339320401,4.0,clase2
2,23.189408893536424,12.0,4.0,clase2
2,29.922494182760943,4.0,4.0,clase2
2,31.8968444500908,3.97936889001816,4.0,clase2
2,29.540408847983656,6.0,4.0,clase2
2,21.0,4.71583414341407,4.0,clase2
2,21.42442990094031,4.0,4.0,clase2
2,27.00028403490189,9.59988638603924,4.0,clase2
2,22.412111413344405,12.0,4.0,clase2
2,30.26027134776757,10.424655492708112,4.0,clase2
2,21.0,12.0,4.0,clase2
2,21.67561681409813,12.0,4.0,clase2
2,22.0,1.5334019939549308,4.0,clase2
2,22.0,6.115789274236457,4.0,clase2
2,27.156030867067145,2.880721660533246,4.0,clase2
2,22.0,5.479163111780892,4.0,clase2
2,28.081392883110617,4.0,4.0,clase2
2,26.484733661924032,11.501696259786218,4.0,clase2
2,29.05107134214704,5.294892865785296,4.0,clase2
2,24.692336885362288,11.32866602084322,4.0,clase2
2,21.84252091150208,5.685041823004156,4.0,clase2
2,21.0,5.888481833319104,4.0,clase2
2,25.81916159520499,8.80947200217955,4.0,clase2
2,30.990427189808663,11.449323921713816,4.0,clase2
2,24.849948794459745,11.715005120554023,4.0,clase2
2,29.64863030735784,12.0,4.0,clase2
2,21.0,11.643481681943513,4.0,clase2
2,24.760411122015917,5.3162888869061975,4.0,clase2
2,27.88560497457507,11.34604389171388,4.0,clase2
2,21.0,6.412392254738741,4.0,clase2
2,22.0,6.112966896035537,4.0,clase2
2,24.2082829858553,4.441656597171059,4.0,clase2
2,21.0,7.455681929894875,4.0,clase2
2,21.29094712187217,4.290947121872171,4.0,clase2
2,21.260625723673147,3.0,4.0,clase2
2,22.0,4.427325609177536,4.0,clase2
2,25.072900475651245,9.541679619479003,4.0,clase2
2,29.975273429354885,5.736264207507315,4.0,clase2
2,28.61177946610535,11.338822053389466,4.0,clase2
2,27.43065204931382,4.830790536488396,4.0,clase2
2,22.0,6.692822616854135,4.0,clase2
2,22.16520566626236,4.0,4.0,clase2
2,27.637951876338725,4.793099658847504,4.0,clase2
2,21.22446013791769,5.0,4.0,clase2
2,21.33029676214233,9.357625902861354,4.0,clase2
2,21.0,5.941417865784792,4.0,clase2
2,24.971152887589724,3.66987190137892,4.0,clase2
2,22.0,4.987800410179741,4.0,clase2
2,22.0,12.0,4.0,clase2
2,31.63050015960496,11.889150047881488,4.0,clase2
2,29.11991751378281,4.0,4.0,clase2
2,23.580105041781,12.0,4.0,clase2
2,25.75091884279523,3.431901712981385,4.0,clase2
2,29.926524121136225,4.0,4.0,clase2
2,22.0,9.219802441490105,4.0,clase2
2,22.0,8.376788765947706,4.0,clase2
2,13.673538587349402,6.0,4.0,clase2
2,22.0,4.0,4.0,clase2
2,24.78560132426156,3.721439867573844,4.0,clase2
2,24.675231095160825,4.267523109516083,4.0,clase2
2,21.0,10.601910019711642,4.0,clase2
2,28.83455890896451,9.424465256175363,4.0,clase2
2,25.343374176087,6.3403619232609,4.0,clase2
2,30.772694271380264,1.334719744169019,4.0,clase2
2,21.5962619583691,4.325233795474055,4.0,clase2
2,21.454809629023785,10.364428887071352,4.0,clase2
2,29.53827244446849,5.223793414139228,4.0,clase2
2,21.387800817426573,7.102406539412571,4.0,clase2
2,21.22567161779922,5.805372942393764,4.0,clase2
2,21.639834363594183,3.7203312728116327,4.0,clase2
2,27.780296685633992,4.0,4.0,clase2
2,24.35981046286044,5.1799052314302205,4.0,clase2
2,28.80322738626636,4.680322738626636,4.0,clase2
2,24.95349891709852,4.0,4.0,clase2
2,28.73921315885623,4.0,4.0,clase2
2,26.73106850833855,5.419320552501564,4.0,clase2
2,22.0,10.484128807583664,4.0,clase2
2,22.0,9.9444759116072,4.0,clase2
2,26.63662009731795,4.0,4.0,clase2
2,21.625570434976733,4.0,4.0,clase2
2,25.20902037792078,11.358195924415844,4.0,clase2
2,22.0,7.691363805597176,4.0,clase2
2,21.695018428612453,9.560147428899633,4.0,clase2
2,28.106659077303096,4.292119832236926,4.0,clase2
2,25.328366068919856,11.001490179324042,4.0,clase2
2,22.0,3.4279514995614755,4.0,clase2
2,30.85750296520418,9.543001186081671,4.0,clase2
2,30.459688418367183,2.308062316326563,4.0,clase2
2,22.357980508581512,11.86420194914185,4.0,clase2
2,21.70660035502154,3.70660035502154,4.0,clase2
2,21.396028383096443,5.603971616903559,4.0,clase2
2,29.76929182843915,10.0,4.0,clase2
2,21.0,11.244875163603696,4.0,clase2
2,21.254791968237395,4.0,4.0,clase2
2,30.768800290903364,4.559636231407562,4.0,clase2
2,22.16295856157643,2.114070993103503,4.0,clase2
2,22.0,5.729229315919335,4.0,clase2
2,25.782263711494725,3.3782263711494727,4.0,clase2
2,29.055546120665973,4.0,4.0,clase2
2,22.1450190564466,4.983886771505933,4.0,clase2
2,21.22206326548456,6.554442858391928,4.0,clase2
2,29.99024308003648,5.634589650915724,4.0,clase2
2,25.674987844088136,5.849997789834207,4.0,clase2
2,26.381665847517585,12.0,4.0,clase2
2,27.81467559564998,4.619515963240907,4.0,clase2
2,21.09094568143242,3.818511132891768,4.0,clase2
2,21.0,4.141251963706143,4.0,clase2
2,26.664427452884446,4.0,4.0,clase2
2,21.32380929806827,8.733334913522112,4.0,clase2
2,21.181890390910976,1.3637807818219545,4.0,clase2
2,22.0,10.721524491971056,4.0,clase2
2,29.57390327455338,4.485219345089323,4.0,clase2
2,22.0,11.404105311391152,4.0,clase2
2,21.44457786986717,8.443377041062618,4.0,clase2
2,13.805813403285306,5.122325361314123,4.0,clase2
2,21.0,7.483695504244567,4.0,clase2
2,24.240458246506588,10.821651546724876,4.0,clase2
2,22.0,7.26543560751007,4.0,clase2
2,26.9024794171096,9.058512349734242,4.0,clase2
2,25.37238785212353,4.674477570424706,4.0,clase2
2,21.61132087340548,6.332074759567099,4.0,clase2
2,26.63971269093441,4.0,4.0,clase2
2,21.297560756033995,6.404878487932012,4.0,clase2
2,25.725953808233,12.0,4.0,clase2
2,29.43777466424393,5.512445067151214,4.0,clase2
2,21.2421167730944,4.757883226905599,4.0,clase2
2,21.35156033458081,5.296879330838371,4.0,clase2
2,23.370284659784318,10.276156611065954,4.0,clase2
2,23.370312694295865,4.646448916626145,4.0,clase2
2,25.851561372205925,12.0,4.0,clase2
