caso_id,circunscripcion_id,circunscripcion_descripcion,unidad_id,unidad_descripcion,caso_fecha_inicio,caso_fecha_hecho,caso_hora_hecho,caso_cantidad_autores_identificados,caso_cantidad_autores_no_identificados,caso_cantidad_menores_involucrados_identificados,delito_codigo,delito_descripcion,delito_tentativa,delito_estadistico,fecha_envio
C-21170,C-11,Posadas,C-186,Fiscalía Federal en lo Criminal y Correccional Nro. 1 de Posadas,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21171,C-99999,PGN,C-339,Unidad Fiscal Especializada en Ciber-delincuencia - UFECI,2018-01-09,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21172,C-99999,PGN,C-324,Unidad Fiscal para la Investigación de Delitos contra el Medio Ambiente - UFIMA,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21173,C-99999,PGN,C-324,Unidad Fiscal para la Investigación de Delitos contra el Medio Ambiente - UFIMA,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21174,C-99999,PGN,C-324,Unidad Fiscal para la Investigación de Delitos contra el Medio Ambiente - UFIMA,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21175,C-99999,PGN,C-324,Unidad Fiscal para la Investigación de Delitos contra el Medio Ambiente - UFIMA,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21176,C-16,Tucumán,C-144,Fiscalía Federal de Catamarca,2018-01-09,2018-01-03,18:30:00.0000000,1,,0,C-1416,Tenencia de estupefacientes para consumo personal,NO,Estupefacientes,2019-09-10
C-21177,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-09,2018-01-03,00:00:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21178,C-16,Tucumán,C-214,Fiscalía Federal Nro. 1 de Tucumán,2018-01-09,2018-01-04,11:20:00.0000000,-1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21179,C-16,Tucumán,C-213,Fiscalía Federal Nro. 2 de Tucumán,2018-01-09,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21180,C-16,Tucumán,C-214,Fiscalía Federal Nro. 1 de Tucumán,2018-01-09,2018-01-02,22:00:00.0000000,-1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21181,C-13,Resistencia,C-145,Fiscalía Federal de Roque Sáenz Peña,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21182,C-16,Tucumán,C-144,Fiscalía Federal de Catamarca,2018-01-09,2016-05-25,14:43:00.0000000,-1,,0,C-907,Falsificación o adulteración de documentos: identidad personal o titularidad dominial o habilitación vehicular,NO,Falsificación,2019-09-10
C-21183,C-9,Mendoza,C-184,Fiscalía Federal Nro. 1 de Mendoza,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21184,C-11,Posadas,C-186,Fiscalía Federal en lo Criminal y Correccional Nro. 1 de Posadas,2018-01-09,2018-01-03,00:00:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21185,C-5,Corrientes,C-172,Fiscalía Federal de Paso de los Libres,2018-01-09,2017-08-18,00:00:00.0000000,-1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21186,C-16,Tucumán,C-213,Fiscalía Federal Nro. 2 de Tucumán,2018-01-09,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21187,C-8,Mar del Plata,C-216,Fiscalía Federal Nro. 1 de Mar del Plata,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21188,C-14,Salta,C-198,Fiscalía Federal de San Ramón de la Nueva Orán,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21189,C-15,San Martín,C-226,Fiscalía Federal en lo Criminal y Correccional Nro. 2 de San Martín,2018-01-09,2018-01-04,12:00:00.0000000,4,,0,C-1408,Agravante de delitos de estupefacientes por ser cometidos por tres o más personas,NO,Estupefacientes,2019-09-10
C-21190,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-09,2018-01-03,01:30:00.0000000,0,,0,C-1769,Secuestro extorsivo,NO,Sin clasificar,2019-09-10
C-21191,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-09,2018-01-08,17:02:00.0000000,0,,0,C-2088,Trata de personas agravada por la concurrencia de 3 o más víctimas,SI,Trata de persona,2019-09-10
C-21191,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-09,2018-01-08,17:02:00.0000000,0,,0,C-2084,Trata de personas,SI,Trata de persona,2019-09-10
C-21193,C-6,General Roca,C-192,Fiscalía Federal de Viedma,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21194,C-16,Tucumán,C-213,Fiscalía Federal Nro. 2 de Tucumán,2018-01-09,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21195,C-14,Salta,C-198,Fiscalía Federal de San Ramón de la Nueva Orán,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21196,C-16,Tucumán,C-213,Fiscalía Federal Nro. 2 de Tucumán,2018-01-09,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21197,C-16,Tucumán,C-214,Fiscalía Federal Nro. 1 de Tucumán,2018-01-09,2018-01-02,20:00:00.0000000,-1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21198,C-7,La Plata,C-238,Fiscalía Federal de Quilmes,2018-01-09,2018-01-05,00:00:00.0000000,0,,0,C-2088,Trata de personas agravada por la concurrencia de 3 o más víctimas,NO,Trata de persona,2019-09-10
C-21199,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-09,2018-01-09,00:00:00.0000000,-1,,0,C-2084,Trata de personas,NO,Trata de persona,2019-09-10
C-21200,C-15,San Martín,C-227,Fiscalía Federal de Tres de Febrero,2018-01-09,2017-12-26,12:00:00.0000000,1,,0,C-860,Entorpecimiento de circulación de transportes,NO,Sin clasificar,2019-09-10
C-21201,C-4,Córdoba,C-164,Fiscalía Federal Nro. 2 de Córdoba,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21203,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-09,2017-12-10,12:30:00.0000000,0,,0,C-477,"Severidades, vejaciones o apremios ilegales a presos",NO,Sin clasificar,2019-09-10
C-21204,C-3,Comodoro Rivadavia,C-212,Fiscalía Federal de Río Grande,2018-01-09,2018-01-08,00:00:00.0000000,1,,0,C-1462,"Tenencia de estupefacientes en cantidades distintas a las autorizadas, ocultamiento y disimulación de estupefacientes o venta sin receta m‚dica o en cantidad distintas a las recetadas",NO,Estupefacientes,2019-09-10
C-21205,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-09,2017-12-26,10:13:00.0000000,0,,0,C-477,"Severidades, vejaciones o apremios ilegales a presos",NO,Sin clasificar,2019-09-10
C-21206,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-09,2018-01-04,10:00:00.0000000,0,,0,C-151,Hurto simple,NO,Hurto,2019-09-10
C-21208,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-09,2017-12-20,10:10:00.0000000,0,,0,C-477,"Severidades, vejaciones o apremios ilegales a presos",NO,Sin clasificar,2019-09-10
C-21209,C-99999,PGN,C-259,Procuraduría de Criminalidad Económica y Lavado de Activos - PROCELAC,2018-01-09,2017-01-09,12:00:00.0000000,4,,0,C-2003,Lavado de activos,NO,Sin clasificar,2019-09-10
C-21210,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-09,2018-01-08,10:00:00.0000000,-1,,0,C-1536,"Omisión, rechazo o retardo de actos de oficio",NO,Sin clasificar,2019-09-10
C-21211,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-09,2017-12-20,10:00:00.0000000,0,,0,C-477,"Severidades, vejaciones o apremios ilegales a presos",NO,Sin clasificar,2019-09-10
C-21212,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-09,2017-12-20,00:00:00.0000000,1,,0,C-476,Vejación o apremios ilegales,NO,Sin clasificar,2019-09-10
C-21213,C-15,San Martín,C-229,Fiscalía Federal de Campana,2018-01-09,2017-12-01,00:00:00.0000000,1,,0,C-387,Falsificación o adulteración de instrumentos públicos o privados,NO,Falsificación,2019-09-10
C-21214,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-09,2017-06-26,00:00:00.0000000,0,,0,,,,Sin informar,2019-09-10
C-21215,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-09,2017-09-01,00:00:00.0000000,0,,0,,,,Sin informar,2019-09-10
C-21216,C-99999,PGN,C-262,Unidad Fiscal Especializada de Violencia contra las Mujeres - UFEM,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21217,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-09,2017-12-29,00:00:00.0000000,0,,0,,,,Sin informar,2019-09-10
C-21218,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-09,2017-12-29,00:00:00.0000000,0,,0,,,,Sin informar,2019-09-10
C-21219,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-09,2017-12-25,21:15:00.0000000,1,,0,C-1947,Daño agravado por bienes de uso público,NO,Daños,2019-09-10
C-21220,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-09,2018-01-02,00:00:00.0000000,0,,0,,,,Sin informar,2019-09-10
C-21221,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21222,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21223,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21224,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-09,2017-12-30,00:00:00.0000000,0,,0,C-2084,Trata de personas,NO,Trata de persona,2019-09-10
C-21225,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21226,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21227,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21228,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21229,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-09,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21230,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-09,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21231,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-10,2018-01-01,20:40:00.0000000,5,,0,C-884,Amenazas,NO,Amenazas,2019-09-10
C-21232,C-13,Resistencia,C-145,Fiscalía Federal de Roque Sáenz Peña,2018-01-10,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21233,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-10,2017-01-02,10:00:00.0000000,-1,,0,C-2084,Trata de personas,NO,Trata de persona,2019-09-10
C-21234,C-13,Resistencia,C-145,Fiscalía Federal de Roque Sáenz Peña,2018-01-10,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21235,C-16,Tucumán,C-144,Fiscalía Federal de Catamarca,2018-01-10,2018-01-06,23:20:00.0000000,1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21236,C-99999,PGN,C-257,Procuraduría de Narcocriminalidad - PROCUNAR,2018-01-10,2018-01-05,00:00:00.0000000,-1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21237,C-13,Resistencia,C-145,Fiscalía Federal de Roque Sáenz Peña,2018-01-10,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21238,C-13,Resistencia,C-145,Fiscalía Federal de Roque Sáenz Peña,2018-01-10,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21239,C-5,Corrientes,C-171,Fiscalía Federal Nro. 1 de Corrientes,2018-01-10,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21240,C-15,San Martín,C-226,Fiscalía Federal en lo Criminal y Correccional Nro. 2 de San Martín,2018-01-10,2018-01-08,12:00:00.0000000,2,,0,C-1407,"Agravante de delitos de estupefacientes por ser cometidos con violencia, intimidación o engaño",NO,Estupefacientes,2019-09-10
C-21241,C-6,General Roca,C-193,Fiscalía Federal de General Roca,2018-01-10,2018-12-24,09:00:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21243,C-12,Rosario,C-206,Fiscalía Federal Nro. 1 de Santa Fe,2018-01-10,2018-01-15,12:00:00.0000000,2,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-21244,C-12,Rosario,C-206,Fiscalía Federal Nro. 1 de Santa Fe,2018-01-10,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21245,C-12,Rosario,C-206,Fiscalía Federal Nro. 1 de Santa Fe,2018-01-10,2017-12-29,09:00:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21246,C-6,General Roca,C-189,Fiscalía Federal Nro. 2 de Neuquén,2018-01-10,2017-12-18,00:00:00.0000000,-1,,0,C-2084,Trata de personas,NO,Trata de persona,2019-09-10
C-21247,C-12,Rosario,C-206,Fiscalía Federal Nro. 1 de Santa Fe,2018-01-10,2018-01-02,12:00:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21248,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-10,2018-01-02,11:41:00.0000000,0,,0,,,,Sin informar,2019-09-10
C-21249,C-12,Rosario,C-206,Fiscalía Federal Nro. 1 de Santa Fe,2018-01-10,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21250,C-11,Posadas,C-187,Fiscalía Federal de Oberá,2018-01-10,2018-01-05,11:30:00.0000000,0,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
F-1000478,F-2,CABA,F-99,Fiscalía Federal Nro. 2 de la Capital Federal,2018-05-04,s/d,s/d,0,,0,F-2321,Hecho Atípico,NO,Sin informar,2019-08-21
F-1000698,F-2,CABA,F-101,Fiscalía Nº 4 en lo Criminal y Correccional Federal,2018-11-13,s/d,s/d,0,,0,F-2091,Falsificación de moneda de curso legal,NO,Falsificación,2019-08-21
F-1001195,F-2,CABA,F-114,Fiscalía Nacional en lo Penal Económico Nro. 2,2018-05-14,2015-09-01,s/d,0,,0,F-2073,Apropiacion indebida de recursos de la seguridad social- texto anterior a la entrada en vigencia de la ley 26.735,NO,Sin clasificar,2019-08-21
F-1003403,F-7,La Plata,F-170,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-08-07,s/d,s/d,0,,0,F-1006,PRIVACION ILEGAL LIBERTAD AGRAVADA ART 142 INC 5,NO,Sin clasificar,2019-08-21
F-1003403,F-7,La Plata,F-170,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-08-07,s/d,s/d,0,,0,F-1962,Homicidio agravado por su condición (fuerza de seguridad),NO,Homicidio doloso,2019-08-21
F-1003451,F-2,CABA,F-103,Fiscalía Federal Nro. 6 de la Capital Federal,2018-10-19,s/d,s/d,0,,0,F-333,Abuso de autoridad y viol. deb.func.publ.,NO,Abuso de autoridad,2019-08-21
F-1003875,F-13,Rosario,F-218,Fiscalía Federal Nro. 1 de Rosario,2018-05-30,s/d,s/d,0,,0,F-714,Comercio o tenencia para comercio de estupefacientes,NO,Estupefacientes,2019-08-21
F-1005412,F-16,San Martín,F-242,Fiscalía Federal de Campana,2018-06-25,s/d,s/d,1,,0,F-631,Comercio de producto con marca registrada falsificada,NO,Falsificación,2019-08-21
F-1005658,F-2,CABA,F-97,Fiscalía Federal Nro. 11 de la Capital Federal,2018-03-23,s/d,s/d,0,,0,F-2290,Portación de arma de fuego de uso civil sin autorización legal,NO,Sin clasificar,2019-08-21
F-1005743,F-4,Córdoba,F-143,Fiscalía Federal de Rio Cuarto,2018-07-18,s/d,s/d,0,,0,,,,Sin informar,2019-08-21
F-1007592,F-16,San Martín,F-243,Fiscalía Federal de Mercedes,2018-10-02,s/d,s/d,0,,0,F-2174,Encubrimiento agravado por ánimo de lucro,NO,Encubrimiento,2019-08-21
F-1008061,F-16,San Martín,F-247,Fiscalía Federal Nro. 2 de Morón,2018-12-17,s/d,s/d,0,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1008578,F-2,CABA,F-101,Fiscalía Nº 4 en lo Criminal y Correccional Federal,2018-05-28,s/d,s/d,0,,0,,,,Sin informar,2019-08-21
F-1008624,F-2,CABA,F-113,Fiscalía Nacional en lo Penal Económico Nro. 1,2018-02-01,2009-01-01,s/d,1,,0,F-839,Operar en cambio sin autorización legal,NO,Sin clasificar,2019-08-21
F-1009060,F-7,La Plata,F-173,Fiscalía Federal Nro. 3 de La Plata,2018-05-17,s/d,s/d,0,,0,F-279,Intimidación publica,NO,Intimidación pública,2019-08-21
F-1009274,F-2,CABA,F-106,Fiscalía Nº 9 en lo Criminal y Correccional Federal,2018-03-23,s/d,s/d,0,,0,F-2126,Malversación de caudales públicos,NO,Sin clasificar,2019-08-21
F-1009734,F-2,CABA,F-34,Fiscalía Federal Nro. 10 de la Capital Federal,2018-03-19,s/d,s/d,0,,0,F-20,Lesiones leves,NO,Lesiones dolosas,2019-08-21
F-1009811,F-2,CABA,F-105,Fiscalía Federal Nro. 8 de la Capital Federal,2018-04-06,s/d,s/d,0,,0,F-432,Falsificación documentación automotor,NO,Falsificación,2019-08-21
F-1009847,F-12,Resistencia,F-212,Fiscalía Federal Nro. 2 de Formosa,2018-04-28,s/d,s/d,0,,0,F-2168,Contrabando simple,NO,Contrabando,2019-08-21
F-1010966,F-16,San Martín,F-245,Fiscalía Federal Nro. 1 de Morón,2018-10-18,s/d,s/d,0,,0,F-190,Defraudación contra la administración publica,NO,Estafa y otras defraudaciones,2019-08-21
F-1013224,F-4,Córdoba,F-148,Fiscalía Federal Nro. 3 de Córdoba,2018-08-16,s/d,s/d,1,,0,F-407,Uso de documento adulterado o falso,NO,Falsificación,2019-08-21
F-1013443,F-2,CABA,F-97,Fiscalía Federal Nro. 11 de la Capital Federal,2018-10-26,s/d,s/d,0,,0,F-432,Falsificación documentación automotor,NO,Falsificación,2019-08-21
F-1014280,F-13,Rosario,F-219,Fiscalía Federal Nro. 1 de Santa Fe,2018-02-19,s/d,s/d,0,,0,F-407,Uso de documento adulterado o falso,NO,Falsificación,2019-08-21
F-1014280,F-13,Rosario,F-219,Fiscalía Federal Nro. 1 de Santa Fe,2018-02-19,s/d,s/d,0,,0,F-875,Insertar declaraciones falsas en formularios del registro de la propiedad automotor,NO,Sin clasificar,2019-08-21
F-1015394,F-7,La Plata,F-170,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-08-07,s/d,s/d,0,,0,F-407,Uso de documento adulterado o falso,NO,Falsificación,2019-08-21
F-1015503,F-7,La Plata,F-169,Fiscalía Federal Nro. 1 de La Plata,2018-02-09,s/d,s/d,0,,0,F-403,Falsificación documentos públicos,NO,Falsificación,2019-08-21
F-1015513,F-2,CABA,F-114,Fiscalía Nacional en lo Penal Económico Nro. 2,2018-07-25,s/d,s/d,0,,0,F-714,Comercio o tenencia para comercio de estupefacientes,NO,Estupefacientes,2019-08-21
F-1015853,F-2,CABA,F-96,Fiscalía Federal Nro. 10 de la Capital Federal,2018-08-30,s/d,s/d,0,,0,F-372,Falso testimonio,NO,Sin clasificar,2019-08-21
F-1016807,F-13,Rosario,F-221,Fiscalía Federal Nro. 2 de Santa Fe,2018-06-14,s/d,s/d,0,,0,F-2132,"Comerciar estupefacientes o materias primas para su producción ó fabricación ó con fines de comercialización, distribución, dación en pago, almacenar o transportar",NO,Estupefacientes,2019-08-21
F-1016845,F-2,CABA,F-116,Fiscalía Nacional en lo Penal Económico Nro. 4,2018-05-11,s/d,s/d,0,,0,F-2446,Apropiación indebida de tributos (Ley 26.735),NO,Sin clasificar,2019-08-21
F-1017358,F-12,Resistencia,F-212,Fiscalía Federal Nro. 2 de Formosa,2018-05-30,s/d,s/d,0,,0,F-2479,Trata de personas agravada por víctima menor de 18 años,NO,Trata de persona,2019-08-21
F-1018026,F-2,CABA,F-113,Fiscalía Nacional en lo Penal Económico Nro. 1,2018-11-12,s/d,s/d,0,,0,F-2133,"Comerciar con planta o semillas, utilizables para producir estupefacientes; las tenga con fines de comercialización, distribución, dación en pago, almacenar o transportar",NO,Estupefacientes,2019-08-21
F-1018706,F-2,CABA,F-95,Fiscalía Federal Nro. 1 de la Capital Federal,2018-02-26,s/d,s/d,0,,0,F-1981,Actos u omisiones que impidan o dificulten el servicio aduanero,NO,Sin clasificar,2019-08-21
F-1018706,F-2,CABA,F-95,Fiscalía Federal Nro. 1 de la Capital Federal,2018-02-26,s/d,s/d,0,,0,F-631,Comercio de producto con marca registrada falsificada,NO,Falsificación,2019-08-21
F-1019132,F-8,Mar del Plata,F-183,Fiscalía Federal Nro. 1 de Mar del Plata,2018-12-17,s/d,s/d,0,,0,F-2445,Obtencion fraudulenta de beneficios fiscales (Ley 26.735),NO,Sin clasificar,2019-08-21
F-1020655,F-7,La Plata,F-167,Fiscalía Federal de Junín,2018-10-23,s/d,s/d,0,,0,F-2132,"Comerciar estupefacientes o materias primas para su producción ó fabricación ó con fines de comercialización, distribución, dación en pago, almacenar o transportar",NO,Estupefacientes,2019-08-21
F-1021507,F-2,CABA,F-106,Fiscalía Nº 9 en lo Criminal y Correccional Federal,2018-06-05,s/d,s/d,0,,0,F-203,Quiebra fraudulenta de sociedades,NO,Sin clasificar,2019-08-21
F-1022032,F-2,CABA,F-97,Fiscalía Federal Nro. 11 de la Capital Federal,2018-11-23,s/d,s/d,0,,0,F-407,Uso de documento adulterado o falso,NO,Falsificación,2019-08-21
F-1024653,F-7,La Plata,F-170,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-10-22,s/d,s/d,0,,0,F-130,Amenazas,NO,Amenazas,2019-08-21
F-1025141,F-13,Rosario,F-222,Fiscalía Federal Nro. 3 de Rosario,2018-07-02,s/d,s/d,0,,0,F-2439,Evasión tributaria simple (26.735),NO,Evasión,2019-08-21
F-1026309,F-2,CABA,F-102,Fiscalía Federal Nro. 5 de la Capital Federal,2018-07-11,s/d,s/d,0,,0,F-403,Falsificación documentos públicos,NO,Falsificación,2019-08-21
F-1027018,F-4,Córdoba,F-148,Fiscalía Federal Nro. 3 de Córdoba,2018-08-28,s/d,s/d,0,,0,F-2132,"Comerciar estupefacientes o materias primas para su producción ó fabricación ó con fines de comercialización, distribución, dación en pago, almacenar o transportar",NO,Estupefacientes,2019-08-21
F-1027550,F-2,CABA,F-103,Fiscalía Federal Nro. 6 de la Capital Federal,2018-09-07,s/d,s/d,0,,0,F-2091,Falsificación de moneda de curso legal,NO,Falsificación,2019-08-21
F-1028185,F-10,Paraná,F-197,Fiscalía Federal de Concepción del Uruguay,2018-09-06,s/d,s/d,0,,0,F-938,Falsificacion y aplicacion de marcas y contraseñas,NO,Falsificación,2019-08-21
F-1028250,F-2,CABA,F-101,Fiscalía Nº 4 en lo Criminal y Correccional Federal,2018-05-28,s/d,s/d,0,,0,F-2132,"Comerciar estupefacientes o materias primas para su producción ó fabricación ó con fines de comercialización, distribución, dación en pago, almacenar o transportar",NO,Estupefacientes,2019-08-21
F-1028985,F-2,CABA,F-98,Fiscalía Federal Nro. 12 de la Capital Federal,2018-04-16,s/d,s/d,0,,0,F-20,Lesiones leves,NO,Lesiones dolosas,2019-08-21
F-1029083,F-7,La Plata,F-172,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-12-19,s/d,s/d,0,,0,F-364,Prevaricato,NO,Sin clasificar,2019-08-21
F-1029287,F-2,CABA,F-100,Fiscalía Nº 3 en lo Criminal y Correccional Federal,2018-03-20,s/d,s/d,0,,0,F-2321,Hecho Atípico,NO,Sin informar,2019-08-21
F-1029305,F-8,Mar del Plata,F-182,Fiscalía Federal de Necochea,2018-09-21,s/d,s/d,0,,0,F-431,Falsificación documento destin.a acreditar ident.,NO,Falsificación,2019-08-21
F-1029606,F-2,CABA,F-97,Fiscalía Federal Nro. 11 de la Capital Federal,2018-09-24,2015-02-01,s/d,0,,0,F-2073,Apropiacion indebida de recursos de la seguridad social- texto anterior a la entrada en vigencia de la ley 26.735,NO,Sin clasificar,2019-08-21
F-1030014,F-2,CABA,F-100,Fiscalía Nº 3 en lo Criminal y Correccional Federal,2018-02-21,s/d,s/d,0,,0,F-714,Comercio o tenencia para comercio de estupefacientes,NO,Estupefacientes,2019-08-21
F-1030318,F-16,San Martín,F-242,Fiscalía Federal de Campana,2018-07-17,s/d,s/d,0,,0,F-2059,Utilización de residuos para contaminar el medio ambiente,NO,Sin clasificar,2019-08-21
F-1030631,F-7,La Plata,F-173,Fiscalía Federal Nro. 3 de La Plata,2018-04-05,s/d,s/d,0,,0,F-174,Estafa,NO,Estafa y otras defraudaciones,2019-08-21
F-1031611,F-2,CABA,F-101,Fiscalía Nº 4 en lo Criminal y Correccional Federal,2018-03-12,s/d,s/d,1,,0,F-2133,"Comerciar con planta o semillas, utilizables para producir estupefacientes; las tenga con fines de comercialización, distribución, dación en pago, almacenar o transportar",NO,Estupefacientes,2019-08-21
F-1032412,F-2,CABA,F-388,Fiscalía Nacional en lo Penal Económico Nro. 11,2018-10-11,s/d,s/d,0,,0,F-2436,"Quien por cuenta propia o ajena, directa o indirectamente, realice actividades de intermediación financiera, bajo cualquiera de sus modalidades, sin contar con autorización emitida por la autoridad de supervisión competente.",NO,Sin clasificar,2019-08-21
F-1032971,F-7,La Plata,F-168,Fiscalía Federal de Quilmes,2018-11-01,s/d,s/d,0,,0,F-430,Falsificación documento privado,NO,Falsificación,2019-08-21
F-1033314,F-4,Córdoba,F-148,Fiscalía Federal Nro. 3 de Córdoba,2018-03-05,s/d,s/d,0,,0,F-2470,Trata de personas mayores de 18 años,NO,Trata de persona,2019-08-21
